name,panel,receiver,x,s,role,from_left_mm,from_bottom_mm,station_axis,pilot_diameter_mm,qualified_for_machining,attachment,insert_sku,machine_screw_sku,panel_clearance_reservation_mm,insert_body_nominal_od_mm,insert_body_maximum_reservation_od_mm,manufacturer_pilot_recommendation_mm,receiver_reserve_depth_mm,head_angle_product_min_deg,head_angle_product_max_deg,head_envelope_max_diameter_mm,machining_countersink_angle_deg,machining_countersink_depth_mm,panel_front_world_mm,receiver_face_world_mm,insert_front_world_mm,drill_direction_world,insert_recess_mm,minimum_gross_reach_from_insert_front_mm,nominal_gross_reach_from_insert_front_mm,maximum_insert_back_from_receiver_face_mm,ideal_118_degree_drill_point_mm,remaining_reserve_after_insert_and_point_mm,effective_thread_engagement_mm,qualified_installation_torque_nm,status
round_panel_lower_right_center_1,main_lower_right,base_principal_center_right,70.0,59.05,center,70.0,59.05,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 20.152907240539378, 270.0702100411935]","[70.0, 6.167808375848537, 281.8051013405334]","[70.0, 5.976297265068792, 281.96579824295503]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_center_2,main_lower_right,base_principal_center_right,70.0,417.4333333333334,center,70.0,417.4333333333334,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 250.51727342536697, 544.6077710476499]","[70.0, 236.53217456067614, 556.3426623469898]","[70.0, 236.34066344989637, 556.5033592494113]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_center_3,main_lower_right,base_principal_center_right,70.0,775.8166666666667,center,70.0,775.8166666666667,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 480.8816396101945, 819.1453320541062]","[70.0, 466.89654074550367, 830.8802233534461]","[70.0, 466.7050296347239, 831.0409202558677]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_center_4,main_lower_right,base_principal_center_right,70.0,1134.2,center,70.0,1134.2,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 711.246005795022, 1093.6828930605627]","[70.0, 697.2609069303312, 1105.4177843599025]","[70.0, 697.0693958195515, 1105.5784812623242]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_edge_1,main_lower_right,base_rail_bottom_right,446.7166666666667,59.05,edge,446.7166666666667,59.05,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[446.7166666666667, 20.152907240539378, 270.0702100411935]","[446.7166666666667, 6.167808375848537, 281.8051013405334]","[446.7166666666667, 5.976297265068792, 281.96579824295503]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_edge_2,main_lower_right,base_rail_bottom_right,823.4333333333334,59.05,edge,823.4333333333334,59.05,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[823.4333333333334, 20.152907240539378, 270.0702100411935]","[823.4333333333334, 6.167808375848537, 281.8051013405334]","[823.4333333333334, 5.976297265068792, 281.96579824295503]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_service_1,main_lower_right,base_rail_service_lower_right,446.7166666666667,1134.2,service,446.7166666666667,1134.2,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[446.7166666666667, 711.246005795022, 1093.6828930605627]","[446.7166666666667, 697.2609069303312, 1105.4177843599025]","[446.7166666666667, 697.0693958195515, 1105.5784812623242]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_lower_right_service_2,main_lower_right,base_rail_service_lower_right,823.4333333333334,1134.2,service,823.4333333333334,1134.2,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[823.4333333333334, 711.246005795022, 1093.6828930605627]","[823.4333333333334, 697.2609069303312, 1105.4177843599025]","[823.4333333333334, 697.0693958195515, 1105.5784812623242]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_rim_1,main_upper_right,base_side_right,1200.15,1278.25,rim,1200.15,59.049999999999955,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, 803.839560970368, 1204.0315950918516]","[1200.15, 789.8544621056772, 1215.7664863911914]","[1200.15, 789.6629509948974, 1215.927183293613]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_rim_2,main_upper_right,base_side_right,1200.15,1636.6333333333334,rim,1200.15,417.4333333333334,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, 1034.2039271551957, 1478.5691560983082]","[1200.15, 1020.2188282905049, 1490.304047397648]","[1200.15, 1020.0273171797252, 1490.4647443000697]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_rim_3,main_upper_right,base_side_right,1200.15,1995.0166666666669,rim,1200.15,775.8166666666668,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, 1264.5682933400235, 1753.1067171047646]","[1200.15, 1250.5831944753327, 1764.8416084041044]","[1200.15, 1250.3916833645528, 1765.002305306526]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_rim_4,main_upper_right,base_side_right,1200.15,2353.4,rim,1200.15,1134.2,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, 1494.9326595248508, 2027.644278111221]","[1200.15, 1480.94756066016, 2039.3791694105607]","[1200.15, 1480.7560495493801, 2039.5398663129824]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_center_1,main_upper_right,base_principal_center_right,70.0,1278.25,center,70.0,59.049999999999955,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 803.839560970368, 1204.0315950918516]","[70.0, 789.8544621056772, 1215.7664863911914]","[70.0, 789.6629509948974, 1215.927183293613]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_center_2,main_upper_right,base_principal_center_right,70.0,1636.6333333333334,center,70.0,417.4333333333334,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 1034.2039271551957, 1478.5691560983082]","[70.0, 1020.2188282905049, 1490.304047397648]","[70.0, 1020.0273171797252, 1490.4647443000697]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_center_3,main_upper_right,base_principal_center_right,70.0,1995.0166666666669,center,70.0,775.8166666666668,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 1264.5682933400235, 1753.1067171047646]","[70.0, 1250.5831944753327, 1764.8416084041044]","[70.0, 1250.3916833645528, 1765.002305306526]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_center_4,main_upper_right,base_principal_center_right,70.0,2353.4,center,70.0,1134.2,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, 1494.9326595248508, 2027.644278111221]","[70.0, 1480.94756066016, 2039.3791694105607]","[70.0, 1480.7560495493801, 2039.5398663129824]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_edge_1,main_upper_right,base_rail_top,446.7166666666667,2419.35,edge,446.7166666666667,1200.1499999999999,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[446.7166666666667, 1537.324502383678, 2078.1649091349173]","[446.7166666666667, 1523.3394035189872, 2089.899800434257]","[446.7166666666667, 1523.1478924082073, 2090.060497336679]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_edge_2,main_upper_right,base_rail_top,823.4333333333334,2419.35,edge,823.4333333333334,1200.1499999999999,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[823.4333333333334, 1537.324502383678, 2078.1649091349173]","[823.4333333333334, 1523.3394035189872, 2089.899800434257]","[823.4333333333334, 1523.1478924082073, 2090.060497336679]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_service_1,main_upper_right,base_rail_service_upper_right,446.7166666666667,1238.25,service,446.7166666666667,19.049999999999955,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[446.7166666666667, 778.1280565829064, 1173.3898173670925]","[446.7166666666667, 764.1429577182156, 1185.1247086664323]","[446.7166666666667, 763.9514466074359, 1185.285405568854]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_panel_upper_right_service_2,main_upper_right,base_rail_service_upper_right,823.4333333333334,1238.25,service,823.4333333333334,19.049999999999955,slope S,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[823.4333333333334, 778.1280565829064, 1173.3898173670925]","[823.4333333333334, 764.1429577182156, 1185.1247086664323]","[823.4333333333334, 763.9514466074359, 1185.285405568854]","[0.0, -0.766044443118978, 0.6427876096865393]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_kicker_right_rim_1,kicker_right,base_post_outer_right,1200.15,60.0,rim,1200.15,60.0,vertical Z,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, -17.743750000000002, 60.0]","[1200.15, -36.0, 60.0]","[1200.15, -36.25, 60.0]","[0.0, -1.0, 0.0]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_kicker_right_rim_2,kicker_right,base_post_outer_right,1200.15,140.0,rim,1200.15,140.0,vertical Z,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[1200.15, -17.743750000000002, 140.0]","[1200.15, -36.0, 140.0]","[1200.15, -36.25, 140.0]","[0.0, -1.0, 0.0]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_kicker_right_center_1,kicker_right,base_post_center_right,70.0,60.0,center,70.0,60.0,vertical Z,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, -17.743750000000002, 60.0]","[70.0, -36.0, 60.0]","[70.0, -36.25, 60.0]","[0.0, -1.0, 0.0]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
round_kicker_right_center_2,kicker_right,base_post_center_right,70.0,140.0,center,70.0,140.0,vertical Z,,False,machine_screw_and_threaded_insert,801420-13,FMDD14114,7.0,11.5062,12.1412,9.128125,17.0,80,82,12.1158,,,"[70.0, -17.743750000000002, 140.0]","[70.0, -36.0, 140.0]","[70.0, -36.25, 140.0]","[0.0, -1.0, 0.0]",0.25,11.719750000000001,13.243750000000002,13.8898,2.7423654190304747,0.36783458096952604,,,"E-Z LOK 801420-13 zinc insert and Dottie FMDD14114 machine screw; nominal insert and maximum head clearance envelopes; provisional 0.25 mm recess, 7 mm panel clearance and 17 mm receiver reserve; unknown thread runouts/drive recess, clamp force, head bearing and wood resistance; NOT build-ready"
