connection,kind,members,length_mm,length_in,diameter_mm,diameter_in,grip_mm,grip_in,x_mm,y_mm,z_mm,axis_x,axis_y,axis_z,status
clip_timber_mid_upper_right_1_upright_2,screw,clip_timber_mid_upper_right_1 + base_principal_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,40.65524,735.439820560677,1289.221490048102,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_1_upright_3,screw,clip_timber_mid_upper_right_1 + base_principal_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,40.65524,702.1718259563346,1308.8473157633537,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_beam_1,screw,clip_timber_mid_upper_right_2 + base_rail_mid_upper_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1138.8572600000002,680.7428940184095,1283.3093091408748,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_beam_2,screw,clip_timber_mid_upper_right_2 + base_rail_mid_upper_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1145.2072600000001,709.9291873012425,1258.8191012118175,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_beam_3,screw,clip_timber_mid_upper_right_2 + base_rail_mid_upper_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1138.8572600000002,739.1154805840754,1234.3288932827602,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_upright_1,screw,clip_timber_mid_upper_right_2 + base_side_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,702.1718259563346,1308.8473157633537,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_upright_2,screw,clip_timber_mid_upper_right_2 + base_side_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,735.439820560677,1289.221490048102,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_mid_upper_right_2_upright_3,screw,clip_timber_mid_upper_right_2 + base_side_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,760.5444125220005,1259.866899905239,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_1,screw,clip_timber_header_outer_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1138.8572600000002,-216.975,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_2,screw,clip_timber_header_outer_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1145.2072600000001,-178.875,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_3,screw,clip_timber_header_outer_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1138.8572600000002,-140.775,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_1,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1178.5447600000002,-216.975,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_2,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1178.5447600000002,-178.875,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_3,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-1178.5447600000002,-140.775,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_beam_1,screw,clip_timber_header_center_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-118.44274,-140.775,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_beam_2,screw,clip_timber_header_center_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-112.09274,-178.875,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_beam_3,screw,clip_timber_header_center_left + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-118.44274,-216.975,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_upright_1,screw,clip_timber_header_center_left + base_post_center_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-78.75524,-140.775,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_upright_2,screw,clip_timber_header_center_left + base_post_center_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-78.75524,-178.875,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_left_upright_3,screw,clip_timber_header_center_left + base_post_center_left,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,-78.75524,-216.975,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_beam_1,screw,clip_timber_header_center_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,80.34273999999999,-216.975,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_beam_2,screw,clip_timber_header_center_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,73.99274,-178.875,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_beam_3,screw,clip_timber_header_center_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,80.34273999999999,-140.775,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_upright_1,screw,clip_timber_header_center_right + base_post_center_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,40.65524,-216.975,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_upright_2,screw,clip_timber_header_center_right + base_post_center_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,40.65524,-178.875,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_center_right_upright_3,screw,clip_timber_header_center_right + base_post_center_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,40.65524,-140.775,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_1,screw,clip_timber_header_outer_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1138.8572600000002,-140.775,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_2,screw,clip_timber_header_outer_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1145.2072600000001,-178.875,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_3,screw,clip_timber_header_outer_right + base_header,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1138.8572600000002,-216.975,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_1,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,-140.775,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_2,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,-178.875,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_3,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,1.5000000000000002,6.35,0.25,0.0,0.0,1178.5447600000002,-216.975,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
timber_panel_lower_left_1,screw,main_lower_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,20.76355546974159,270.7979522621565,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_2,screw,main_lower_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,727.3156960371856,1112.8340041385372,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_3,screw,main_lower_left + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,20.76355546974159,270.7979522621565,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_4,screw,main_lower_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,727.3156960371856,1112.8340041385372,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_5,screw,main_lower_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,243.42518346515874,536.1557473585705,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_6,screw,main_lower_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,504.65406804176826,847.4762090421231,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_7,screw,main_lower_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,243.42518346515874,536.1557473585705,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_8,screw,main_lower_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,504.65406804176826,847.4762090421231,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_9,screw,main_lower_left + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,-791.1500000000001,-5.558597146922189,239.42843231643434,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_10,screw,main_lower_left + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,-448.1500000000001,-5.558597146922189,239.42843231643434,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_11,screw,main_lower_left + base_rail_mid_lower_left,31.75,1.25,6.35,0.25,0.0,0.0,-791.1500000000001,753.6378486538493,1144.2035240842595,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_left_12,screw,main_lower_left + base_rail_mid_lower_left,31.75,1.25,6.35,0.25,0.0,0.0,-448.1500000000001,753.6378486538493,1144.2035240842595,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_1,screw,main_lower_right + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,19.05,20.76355546974159,270.7979522621565,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_2,screw,main_lower_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,727.3156960371856,1112.8340041385372,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_3,screw,main_lower_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,20.76355546974159,270.7979522621565,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_4,screw,main_lower_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,727.3156960371856,1112.8340041385372,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_5,screw,main_lower_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,243.42518346515874,536.1557473585705,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_6,screw,main_lower_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,504.65406804176826,847.4762090421231,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_7,screw,main_lower_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,243.42518346515874,536.1557473585705,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_8,screw,main_lower_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,504.65406804176826,847.4762090421231,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_9,screw,main_lower_right + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,412.75000000000006,-5.558597146922189,239.42843231643434,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_10,screw,main_lower_right + timber_bottom_backing,31.75,1.25,6.35,0.25,0.0,0.0,809.45,-5.558597146922189,239.42843231643434,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_11,screw,main_lower_right + base_rail_mid_lower_right,31.75,1.25,6.35,0.25,0.0,0.0,412.75000000000006,753.6378486538493,1144.2035240842595,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_lower_right_12,screw,main_lower_right + base_rail_mid_lower_right,31.75,1.25,6.35,0.25,0.0,0.0,809.45,753.6378486538493,1144.2035240842595,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_1,screw,main_upper_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,804.4502091995703,1204.7593373128148,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_2,screw,main_upper_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,1485.2908453795526,2016.1536114644362,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_3,screw,main_upper_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,804.4502091995703,1204.7593373128148,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_4,screw,main_upper_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,1485.2908453795526,2016.1536114644362,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_5,screw,main_upper_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,1027.1118371949874,1470.1171324092286,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_6,screw,main_upper_left + base_side_left,31.75,1.25,6.35,0.25,0.0,0.0,-1200.15,1288.3407217715971,1781.4375940927814,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_7,screw,main_upper_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,1027.1118371949874,1470.1171324092286,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_8,screw,main_upper_left + base_principal_left,31.75,1.25,6.35,0.25,0.0,0.0,-57.15,1288.3407217715971,1781.4375940927814,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_9,screw,main_upper_left + base_rail_mid_upper_left,31.75,1.25,6.35,0.25,0.0,0.0,-819.1500000000001,778.1280565829064,1173.3898173670925,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_10,screw,main_upper_left + base_rail_mid_upper_left,31.75,1.25,6.35,0.25,0.0,0.0,-438.1500000000001,778.1280565829064,1173.3898173670925,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_11,screw,main_upper_left + base_rail_top,31.75,1.25,6.35,0.25,0.0,0.0,-819.1500000000001,1537.324502383678,2078.1649091349173,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_left_12,screw,main_upper_left + base_rail_top,31.75,1.25,6.35,0.25,0.0,0.0,-438.1500000000001,1537.324502383678,2078.1649091349173,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_1,screw,main_upper_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,804.4502091995703,1204.7593373128148,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_2,screw,main_upper_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,1485.2908453795526,2016.1536114644362,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_3,screw,main_upper_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,804.4502091995703,1204.7593373128148,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_4,screw,main_upper_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,1485.2908453795526,2016.1536114644362,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_5,screw,main_upper_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,1027.1118371949874,1470.1171324092286,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_6,screw,main_upper_right + base_principal_right,31.75,1.25,6.35,0.25,0.0,0.0,19.05,1288.3407217715971,1781.4375940927814,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_7,screw,main_upper_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,1027.1118371949874,1470.1171324092286,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_8,screw,main_upper_right + base_side_right,31.75,1.25,6.35,0.25,0.0,0.0,1200.15,1288.3407217715971,1781.4375940927814,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_9,screw,main_upper_right + base_rail_mid_upper_right,31.75,1.25,6.35,0.25,0.0,0.0,412.75000000000006,778.1280565829064,1173.3898173670925,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_10,screw,main_upper_right + base_rail_mid_upper_right,31.75,1.25,6.35,0.25,0.0,0.0,806.45,778.1280565829064,1173.3898173670925,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_11,screw,main_upper_right + base_rail_top,31.75,1.25,6.35,0.25,0.0,0.0,412.75000000000006,1537.324502383678,2078.1649091349173,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
timber_panel_upper_right_12,screw,main_upper_right + base_rail_top,31.75,1.25,6.35,0.25,0.0,0.0,806.45,1537.324502383678,2078.1649091349173,0.0,-0.766044443118978,0.6427876096865393,"Dottie FMDD14114 1/4-20 x1.25in flat head, E-Z LOK 801420-13 receiver; Insert geometry candidate; effective engagement and resistance unqualified; NOT build-ready"
