step,increment,attempt,iteration_before,iteration_after,iteration_gap,comparison_status,pair_id,category,master_owner,slave_owner,contact_element_count_before,contact_element_count_after,contact_element_count_delta,retained_face_pair_signature_multiplicity,appeared_face_pair_signature_multiplicity,disappeared_face_pair_signature_multiplicity
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,362,241,-121,217,24,145
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,736,767,31,552,215,184
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0,0,0,0,0
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,627,1112,485,570,542,57
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,7,8,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,7,8,1,cvg_aligned,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,1439,1361,-78,1054,307,385
1,1,1,7,8,1,cvg_aligned,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,2114,2412,298,1495,917,619
1,1,1,8,9,1,cvg_aligned,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,378,298,-80,278,20,100
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,985,910,-75,889,21,96
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,212,191,-21,191,0,21
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,577,422,-155,418,4,159
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,823,785,-38,784,1,39
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,1631,1488,-143,1408,80,223
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,343,309,-34,300,9,43
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,762,717,-45,685,32,77
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,835,818,-17,798,20,37
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M14_A03_NUT_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M01_A00_HEAD_WASHER,4424,4307,-117,4280,27,144
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_head,head_washer_to_head,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,M01_A00_HEAD_WASHER,2386,2384,-2,2378,6,8
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M02_A00_NUT_WASHER,2192,2132,-60,1926,206,266
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,2485,2490,5,2410,80,75
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,241,182,-59,160,22,81
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,767,746,-21,543,203,224
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,1112,996,-116,861,135,251
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,8,9,1,cvg_aligned,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,1361,1463,102,1055,408,306
1,1,1,8,9,1,cvg_aligned,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,2412,2022,-390,1575,447,837
1,1,1,9,10,1,cvg_aligned,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,298,328,30,259,69,39
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,910,881,-29,805,76,105
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,191,196,5,191,5,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,422,408,-14,372,36,50
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,785,815,30,776,39,9
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,1488,1457,-31,1345,112,143
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,309,313,4,301,12,8
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,717,741,24,691,50,26
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,818,915,97,818,97,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M14_A03_NUT_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M01_A00_HEAD_WASHER,4307,4264,-43,4178,86,129
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_head,head_washer_to_head,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,M01_A00_HEAD_WASHER,2384,2376,-8,2371,5,13
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M02_A00_NUT_WASHER,2132,2137,5,1882,255,250
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,2490,2495,5,2437,58,53
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,182,134,-48,131,3,51
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,746,773,27,562,211,184
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,996,1177,181,883,294,113
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,9,10,1,cvg_aligned,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,1463,1220,-243,1023,197,440
1,1,1,9,10,1,cvg_aligned,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,2022,1814,-208,1343,471,679
1,1,1,10,11,1,cvg_aligned,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,328,282,-46,241,41,87
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,881,1495,614,809,686,72
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,196,456,260,196,260,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,408,1431,1023,406,1025,2
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,815,1477,662,727,750,88
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,1457,1357,-100,1255,102,202
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,313,320,7,301,19,12
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,741,770,29,699,71,42
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,915,999,84,915,84,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M14_A03_NUT_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M01_A00_HEAD_WASHER,4264,4105,-159,4023,82,241
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_head,head_washer_to_head,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,M01_A00_HEAD_WASHER,2376,2371,-5,2354,17,22
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M02_A00_NUT_WASHER,2137,1898,-239,1850,48,287
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,2495,2450,-45,2442,8,53
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
1,1,1,10,11,1,cvg_aligned,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0,0,0,0,0
