connection,kind,members,length_mm,diameter_mm,x_mm,y_mm,z_mm,dx,dy,dz,status
clip_vertical_top_left_1_beam_3,screw,clip_vertical_top_left_1 + base_rail_top,38.1,6.35,-708.70726,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_1_upright_1,screw,clip_vertical_top_left_1 + base_principal_left_1,38.1,6.35,-748.39476,1390.7352467286478,2129.445246197717,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_1_upright_2,screw,clip_vertical_top_left_1 + base_principal_left_1,38.1,6.35,-748.39476,1415.8398386899714,2100.0906560548547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_1_upright_3,screw,clip_vertical_top_left_1 + base_principal_left_1,38.1,6.35,-748.39476,1449.1078332943139,2080.4648303396025,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_beam_1,screw,clip_vertical_base_left_1 + base_header,38.1,6.35,-831.29274,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_beam_2,screw,clip_vertical_base_left_1 + base_header,38.1,6.35,-824.94274,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_beam_3,screw,clip_vertical_base_left_1 + base_header,38.1,6.35,-831.29274,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_upright_1,screw,clip_vertical_base_left_1 + base_principal_left_1,38.1,6.35,-791.60524,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_upright_2,screw,clip_vertical_base_left_1 + base_principal_left_1,38.1,6.35,-791.60524,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_1_upright_3,screw,clip_vertical_base_left_1 + base_principal_left_1,38.1,6.35,-791.60524,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_beam_1,screw,clip_vertical_header_left_1 + base_header,38.1,6.35,-708.70726,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_beam_2,screw,clip_vertical_header_left_1 + base_header,38.1,6.35,-715.05726,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_beam_3,screw,clip_vertical_header_left_1 + base_header,38.1,6.35,-708.70726,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_upright_1,screw,clip_vertical_header_left_1 + base_post_left_1,38.1,6.35,-748.39476,-191.575,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_upright_2,screw,clip_vertical_header_left_1 + base_post_left_1,38.1,6.35,-748.39476,-153.475,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_1_upright_3,screw,clip_vertical_header_left_1 + base_post_left_1,38.1,6.35,-748.39476,-115.375,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_beam_1,screw,clip_vertical_top_left_2 + base_rail_top,38.1,6.35,-308.70726,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_beam_2,screw,clip_vertical_top_left_2 + base_rail_top,38.1,6.35,-315.05726,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_beam_3,screw,clip_vertical_top_left_2 + base_rail_top,38.1,6.35,-308.70726,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_upright_1,screw,clip_vertical_top_left_2 + base_principal_left_2,38.1,6.35,-348.39475999999996,1390.7352467286478,2129.445246197717,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_upright_2,screw,clip_vertical_top_left_2 + base_principal_left_2,38.1,6.35,-348.39475999999996,1415.8398386899714,2100.0906560548547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_2_upright_3,screw,clip_vertical_top_left_2 + base_principal_left_2,38.1,6.35,-348.39475999999996,1449.1078332943139,2080.4648303396025,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_beam_1,screw,clip_vertical_base_left_2 + base_header,38.1,6.35,-431.29274,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_beam_2,screw,clip_vertical_base_left_2 + base_header,38.1,6.35,-424.94274,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_beam_3,screw,clip_vertical_base_left_2 + base_header,38.1,6.35,-431.29274,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_upright_1,screw,clip_vertical_base_left_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_upright_2,screw,clip_vertical_base_left_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_left_2_upright_3,screw,clip_vertical_base_left_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_beam_1,screw,clip_vertical_header_left_2 + base_header,38.1,6.35,-308.70726,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_beam_2,screw,clip_vertical_header_left_2 + base_header,38.1,6.35,-315.05726,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_beam_3,screw,clip_vertical_header_left_2 + base_header,38.1,6.35,-308.70726,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_upright_1,screw,clip_vertical_header_left_2 + base_post_left_2,38.1,6.35,-348.39475999999996,-191.575,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_upright_2,screw,clip_vertical_header_left_2 + base_post_left_2,38.1,6.35,-348.39475999999996,-153.475,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_left_2_upright_3,screw,clip_vertical_header_left_2 + base_post_left_2,38.1,6.35,-348.39475999999996,-115.375,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_beam_1,screw,clip_vertical_top_right_1 + base_rail_top,38.1,6.35,491.29274,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_beam_2,screw,clip_vertical_top_right_1 + base_rail_top,38.1,6.35,484.94274,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_beam_3,screw,clip_vertical_top_right_1 + base_rail_top,38.1,6.35,491.29274,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_upright_1,screw,clip_vertical_top_right_1 + base_principal_right_1,38.1,6.35,451.60524000000004,1390.7352467286478,2129.445246197717,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_upright_2,screw,clip_vertical_top_right_1 + base_principal_right_1,38.1,6.35,451.60524000000004,1415.8398386899714,2100.0906560548547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_1_upright_3,screw,clip_vertical_top_right_1 + base_principal_right_1,38.1,6.35,451.60524000000004,1449.1078332943139,2080.4648303396025,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_beam_1,screw,clip_vertical_base_right_1 + base_header,38.1,6.35,368.70726,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_beam_2,screw,clip_vertical_base_right_1 + base_header,38.1,6.35,375.05726,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_beam_3,screw,clip_vertical_base_right_1 + base_header,38.1,6.35,368.70726,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_upright_1,screw,clip_vertical_base_right_1 + base_principal_right_1,38.1,6.35,408.39475999999996,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_upright_2,screw,clip_vertical_base_right_1 + base_principal_right_1,38.1,6.35,408.39475999999996,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_1_upright_3,screw,clip_vertical_base_right_1 + base_principal_right_1,38.1,6.35,408.39475999999996,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_beam_1,screw,clip_vertical_header_right_1 + base_header,38.1,6.35,491.29274,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_beam_2,screw,clip_vertical_header_right_1 + base_header,38.1,6.35,484.94274,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_beam_3,screw,clip_vertical_header_right_1 + base_header,38.1,6.35,491.29274,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_upright_1,screw,clip_vertical_header_right_1 + base_post_right_1,38.1,6.35,451.60524000000004,-191.575,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_upright_2,screw,clip_vertical_header_right_1 + base_post_right_1,38.1,6.35,451.60524000000004,-153.475,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_1_upright_3,screw,clip_vertical_header_right_1 + base_post_right_1,38.1,6.35,451.60524000000004,-115.375,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_beam_1,screw,clip_vertical_top_right_2 + base_rail_top,38.1,6.35,891.29274,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_beam_2,screw,clip_vertical_top_right_2 + base_rail_top,38.1,6.35,884.94274,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_beam_3,screw,clip_vertical_top_right_2 + base_rail_top,38.1,6.35,891.29274,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_upright_1,screw,clip_vertical_top_right_2 + base_principal_right_2,38.1,6.35,851.60524,1390.7352467286478,2129.445246197717,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_upright_2,screw,clip_vertical_top_right_2 + base_principal_right_2,38.1,6.35,851.60524,1415.8398386899714,2100.0906560548547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_right_2_upright_3,screw,clip_vertical_top_right_2 + base_principal_right_2,38.1,6.35,851.60524,1449.1078332943139,2080.4648303396025,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_beam_1,screw,clip_vertical_base_right_2 + base_header,38.1,6.35,768.70726,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_beam_2,screw,clip_vertical_base_right_2 + base_header,38.1,6.35,775.05726,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_beam_3,screw,clip_vertical_base_right_2 + base_header,38.1,6.35,768.70726,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_upright_1,screw,clip_vertical_base_right_2 + base_principal_right_2,38.1,6.35,808.39476,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_upright_2,screw,clip_vertical_base_right_2 + base_principal_right_2,38.1,6.35,808.39476,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_base_right_2_upright_3,screw,clip_vertical_base_right_2 + base_principal_right_2,38.1,6.35,808.39476,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_beam_1,screw,clip_vertical_header_right_2 + base_header,38.1,6.35,891.29274,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_beam_2,screw,clip_vertical_header_right_2 + base_header,38.1,6.35,884.94274,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_beam_3,screw,clip_vertical_header_right_2 + base_header,38.1,6.35,891.29274,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_upright_1,screw,clip_vertical_header_right_2 + base_post_right_2,38.1,6.35,851.60524,-191.575,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_upright_2,screw,clip_vertical_header_right_2 + base_post_right_2,38.1,6.35,851.60524,-153.475,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_header_right_2_upright_3,screw,clip_vertical_header_right_2 + base_post_right_2,38.1,6.35,851.60524,-115.375,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_beam_1,screw,clip_split_top_center_left + base_rail_top,38.1,6.35,-131.29273999999998,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_beam_2,screw,clip_split_top_center_left + base_rail_top,38.1,6.35,-124.94274,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_beam_3,screw,clip_split_top_center_left + base_rail_top,38.1,6.35,-131.29273999999998,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_1,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1449.1078332943139,2080.4648303396025,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_2,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1415.8398386899714,2100.0906560548547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_3,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1390.7352467286478,2129.445246197717,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_1,screw,clip_split_base_center_left + base_header,38.1,6.35,-131.29273999999998,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_2,screw,clip_split_base_center_left + base_header,38.1,6.35,-124.94274,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_3,screw,clip_split_base_center_left + base_header,38.1,6.35,-131.29273999999998,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_1,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_2,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_3,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_1,screw,clip_split_header_center_left + base_header,38.1,6.35,-131.29273999999998,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_2,screw,clip_split_header_center_left + base_header,38.1,6.35,-124.94274,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_3,screw,clip_split_header_center_left + base_header,38.1,6.35,-131.29273999999998,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_1,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-115.375,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_2,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-153.475,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_3,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-191.575,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_beam_1,screw,clip_split_bottom_center_left + base_rail_bottom_left_3,38.1,6.35,-131.29273999999998,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_beam_2,screw,clip_split_bottom_center_left + base_rail_bottom_left_3,38.1,6.35,-124.94274,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_beam_3,screw,clip_split_bottom_center_left + base_rail_bottom_left_3,38.1,6.35,-131.29273999999998,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_upright_1,screw,clip_split_bottom_center_left + base_principal_center_left,38.1,6.35,-91.60524,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_upright_2,screw,clip_split_bottom_center_left + base_principal_center_left,38.1,6.35,-91.60524,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_bottom_center_left_upright_3,screw,clip_split_bottom_center_left + base_principal_center_left,38.1,6.35,-91.60524,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_beam_1,screw,clip_split_top_center_right + base_rail_top,38.1,6.35,131.29273999999998,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
