part,kind,dimension_1_mm,dimension_2_mm,dimension_3_mm,description
light_I2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_I12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_J12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
light_K12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_001_A1_A2,wire,33.49188714636,126.15028495955065,143.0840844160008,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_002_A2_A3,wire,33.491887146359886,139.0060371532816,158.40497327838062,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_003_A3_A4,wire,33.49188714636034,139.00603715328103,158.40497327838023,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_004_A4_A5,wire,33.49188714636023,139.0060371532811,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_005_A5_A6,wire,33.49188714636034,139.00603715328117,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_006_A6_A7,wire,33.49188714636023,139.0060371532809,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_007_A7_A8,wire,33.49188714636023,151.86178934701206,173.72586214076046,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_008_A8_A9,wire,33.49188714636,139.00603715328066,158.40497327837988,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_009_A9_A10,wire,33.49188714635841,139.00603715328293,158.40497327837966,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_010_A10_A11,wire,33.49188714635909,139.00603715328316,158.4049732783801,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_011_A11_A12,wire,33.491887146359204,139.00603715328248,158.4049732783801,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_012_A12_B12,wire,203.21422877338034,24.25937929628799,21.06781990417062,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_013_B12_B11,wire,33.491887146359545,139.0060371532827,158.40497327838193,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_014_B11_B10,wire,33.49188714635909,139.0060371532834,158.40497327838216,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_015_B10_B9,wire,33.49188714635886,139.00603715328293,158.40497327838216,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_016_B9_B8,wire,33.491887146358636,139.0060371532827,158.40497327838216,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_017_B8_B7,wire,33.491887146358636,151.8617893470133,173.72586214076182,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_018_B7_B6,wire,33.49188714635875,139.0060371532827,158.40497327838216,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_019_B6_B5,wire,33.49188714636,139.00603715328248,158.40497327837932,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_020_B5_B4,wire,33.49188714636,139.00603715328253,158.40497327837966,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_021_B4_B3,wire,33.491887146359886,139.00603715328268,158.40497327837943,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_022_B3_B2,wire,33.49188714636011,139.00603715328242,158.4049732783796,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_023_B2_B1,wire,33.491887146359886,126.15028495955158,143.0840844160001,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_024_B1_C1,wire,203.21422877337932,24.25937929628708,21.067819904170335,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_025_C1_C2,wire,33.491887146359886,126.15028495955059,143.08408441600102,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_026_C2_C3,wire,33.491887146359886,139.00603715328143,158.4049732783805,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_027_C3_C4,wire,33.491887146360455,139.00603715328126,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_028_C4_C5,wire,33.49188714636023,139.0060371532811,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_029_C5_C6,wire,33.49188714636023,139.00603715328106,158.4049732783808,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_030_C6_C7,wire,33.49188714636023,139.00603715328123,158.4049732783809,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_031_C7_C8,wire,33.49188714636023,151.86178934701206,173.72586214076046,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_032_C8_C9,wire,33.49188714636,139.0060371532809,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_033_C9_C10,wire,33.491887146358636,139.0060371532835,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_034_C10_C11,wire,33.49188714635909,139.00603715328316,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_035_C11_C12,wire,33.491887146359545,139.00603715328293,158.4049732783808,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_036_C12_D12,wire,203.21422877337972,24.25937929628776,21.067819904170392,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_037_D12_D11,wire,33.49188714635898,139.00603715328202,158.4049732783833,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_038_D11_D10,wire,33.491887146359204,139.00603715328316,158.40497327838307,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_039_D10_D9,wire,33.491887146359204,139.00603715328282,158.40497327838352,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_040_D9_D8,wire,33.491887146358806,139.00603715328305,158.40497327838352,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_041_D8_D7,wire,33.49188714635892,151.86178934701388,173.72586214076296,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_042_D7_D6,wire,33.49188714635909,139.00603715328316,158.40497327838375,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_043_D6_D5,wire,33.49188714635886,139.00603715328225,158.4049732783801,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_044_D5_D4,wire,33.49188714635892,139.00603715328253,158.40497327838068,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_045_D4_D3,wire,33.49188714635892,139.00603715328245,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_046_D3_D2,wire,33.49188714635886,139.00603715328253,158.40497327838045,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_047_D2_D1,wire,33.49188714635892,126.15028495955175,143.0840844160009,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_048_D1_E1,wire,203.21422877337938,24.259379296287058,21.067819904170335,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_049_E1_E2,wire,33.49188714635889,126.15028495955181,143.0840844160009,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_050_E2_E3,wire,37.84188704635878,139.0060371532827,158.40497327838023,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_051_E3_E4,wire,33.49188714635909,139.00603715328216,158.40497327838045,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_052_E4_E5,wire,33.491887146359176,139.00603715328214,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_053_E5_E6,wire,33.491887146359346,139.00603715328242,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_054_E6_E7,wire,33.49188714635923,139.00603715328202,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_055_E7_E8,wire,33.49188714635923,151.86178934701286,173.72586214076,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_056_E8_E9,wire,33.49188714635915,139.00603715328214,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_057_E9_E10,wire,33.49188714635895,139.00603715328418,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_058_E10_E11,wire,33.49188714635889,139.00603715328452,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_059_E11_E12,wire,33.491887146359346,139.00603715328407,158.40497327838057,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_060_E12_F12,wire,203.21422877337972,24.259379296287534,21.067819904170392,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_061_F12_F11,wire,33.49188714635894,139.00603715328157,158.40497327838284,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_062_F11_F10,wire,33.49188714635899,139.00603715328225,158.4049732783833,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_063_F10_F9,wire,33.491887146359076,139.00603715328282,158.40497327838307,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_064_F9_F8,wire,33.49188714635883,139.00603715328305,158.40497327838307,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_065_F8_F7,wire,33.49188714635899,151.86178934701388,173.72586214076273,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_066_F7_F6,wire,33.49188714635915,139.0060371532835,158.4049732783834,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_067_F6_F5,wire,33.491887146359026,139.00603715328242,158.40497327838034,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_068_F5_F4,wire,33.49188714635904,139.0060371532827,158.40497327838045,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
wire_069_F4_F3,wire,33.491887146358934,139.00603715328268,158.40497327838045,"Provisional wire envelope; unknown mass excluded; Enclosed provisional 25.4 mm round strand passages; measured maximum harness diameter 12.7 mm; lights installed after panels; feeding access, bore residual sections, connections and stability unqualified; NOT build-ready"
