part,connection,from_min_x_mm,from_min_s_mm,from_min_n_mm,from_min_x_in,from_min_s_in,from_min_n_in,axis_x,axis_s,axis_n,material_run_mm,status
box_side_left,analysis_leg_wall_bolt_left_1,38.09999999999991,1539.9999999999998,92.07499999999997,1.4999999999999964,60.62992125984251,3.624999999999999,-1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_7,774.1333333333333,1169.2,-9.947598300641403e-14,30.477690288713912,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_left_7,774.1333333333333,19.850000000000136,1.1368683772161603e-13,30.477690288713912,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_8,1169.2,1169.2,-9.947598300641403e-14,46.03149606299213,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_left_8,1169.2,19.850000000000136,1.1368683772161603e-13,46.03149606299213,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_9,50.0,423.06666666666666,-4.263256414560601e-14,1.968503937007874,16.656167979002625,-1.6784474073073234e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_lower,wood_panel_lower_left_9,50.0,334.16666666666663,1.4210854715202004e-13,1.968503937007874,13.156167979002625,5.594824691024411e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000024,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_10,50.0,796.1333333333333,1.4210854715202004e-14,1.968503937007874,31.343832020997375,5.594824691024411e-16,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_lower,wood_panel_lower_left_10,50.0,707.2333333333333,1.7053025658242404e-13,1.968503937007874,27.84383202099738,6.713789629229294e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000045,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_11,1169.2,423.06666666666666,-4.263256414560601e-14,46.03149606299213,16.656167979002625,-1.6784474073073234e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_left_lower,wood_panel_lower_left_11,38.900000000000006,334.16666666666686,1.4210854715202004e-13,1.5314960629921264,13.156167979002634,5.594824691024411e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000024,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_left,wood_panel_lower_left_12,1169.2,796.1333333333333,1.4210854715202004e-14,46.03149606299213,31.343832020997375,5.594824691024411e-16,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_left_lower,wood_panel_lower_left_12,38.900000000000006,707.2333333333336,1.7053025658242404e-13,1.5314960629921264,27.843832020997386,6.713789629229294e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000045,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_1,50.0,50.000000000000014,-6.394884621840902e-14,1.968503937007874,1.9685039370078747,-2.517671110960985e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000037,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_lower,wood_panel_lower_right_1,1269.2,49.999999999999986,2.751038890560896e-14,49.96850393700788,1.9685039370078736,1.0830861773861795e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999974,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_2,423.06666666666666,50.000000000000014,-6.394884621840902e-14,16.656167979002625,1.9685039370078747,-2.517671110960985e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000037,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_lower,wood_panel_lower_right_2,1642.2666666666667,49.99999999999999,1.6852247869207456e-14,64.65616797900263,1.9685039370078738,6.634743255593487e-16,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999996,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_3,796.1333333333333,50.000000000000014,-6.394884621840902e-14,31.343832020997375,1.9685039370078747,-2.517671110960985e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000037,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_lower,wood_panel_lower_right_3,2015.3333333333335,49.99999999999999,1.6852247869207456e-14,79.34383202099738,1.9685039370078738,6.634743255593487e-16,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999996,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_4,1169.2,50.000000000000014,-6.394884621840902e-14,46.03149606299213,1.9685039370078747,-2.517671110960985e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000037,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_lower,wood_panel_lower_right_4,2388.4,49.999999999999986,2.751038890560896e-14,94.03149606299213,1.9685039370078736,1.0830861773861795e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999974,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_5,50.0,1169.2,-9.947598300641403e-14,1.968503937007874,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_right_5,1269.2,19.850000000000136,1.1368683772161603e-13,49.96850393700788,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_6,423.06666666666666,1169.2,-9.947598300641403e-14,16.656167979002625,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_right_6,1642.2666666666667,19.850000000000136,1.1368683772161603e-13,64.65616797900263,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_7,807.1333333333333,1169.2,-9.947598300641403e-14,31.77690288713911,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_right_7,2026.3333333333335,19.850000000000136,1.1368683772161603e-13,79.77690288713912,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_8,1169.2,1169.2,-9.947598300641403e-14,46.03149606299213,46.03149606299213,-3.916377283717088e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_lower_right_8,2388.4,19.850000000000136,1.1368683772161603e-13,94.03149606299213,0.7814960629921314,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_9,50.0,423.06666666666666,-4.263256414560601e-14,1.968503937007874,16.656167979002625,-1.6784474073073234e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_right_lower,wood_panel_lower_right_9,50.00000000000537,334.16666666666663,1.4210854715202004e-13,1.9685039370080857,13.156167979002625,5.594824691024411e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000024,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_10,50.0,796.1333333333333,1.4210854715202004e-14,1.968503937007874,31.343832020997375,5.594824691024411e-16,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_right_lower,wood_panel_lower_right_10,50.00000000000537,707.2333333333333,1.7053025658242404e-13,1.9685039370080857,27.84383202099738,6.713789629229294e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000045,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_11,1169.2,423.06666666666666,-4.263256414560601e-14,46.03149606299213,16.656167979002625,-1.6784474073073234e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_right_lower,wood_panel_lower_right_11,38.90000000000009,334.16666666666663,1.4210854715202004e-13,1.5314960629921297,13.156167979002625,5.594824691024411e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000024,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_lower_right,wood_panel_lower_right_12,1169.2,796.1333333333333,1.4210854715202004e-14,46.03149606299213,31.343832020997375,5.594824691024411e-16,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_right_lower,wood_panel_lower_right_12,38.90000000000009,707.2333333333333,1.7053025658242404e-13,1.5314960629921297,27.84383202099738,6.713789629229294e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000045,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_1,50.0,49.99999999999977,-1.1368683772161603e-13,1.968503937007874,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_left_1,50.0,119.85000000000014,1.1368683772161603e-13,1.968503937007874,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_2,426.0666666666666,49.99999999999977,-1.1368683772161603e-13,16.774278215223095,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_left_2,426.0666666666666,119.85000000000014,1.1368683772161603e-13,16.774278215223095,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_3,774.1333333333333,49.99999999999977,-1.1368683772161603e-13,30.477690288713912,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_left_3,774.1333333333333,119.85000000000014,1.1368683772161603e-13,30.477690288713912,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_4,1169.2,49.99999999999977,-1.1368683772161603e-13,46.03149606299213,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_left_4,1169.2,119.85000000000014,1.1368683772161603e-13,46.03149606299213,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_5,50.0,1169.1999999999994,0.0,1.968503937007874,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_left_5,50.0,38.900000000000546,-1.3500311979441904e-13,1.968503937007874,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_6,423.0666666666666,1169.1999999999994,0.0,16.656167979002625,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_left_6,423.0666666666666,38.900000000000546,-1.3500311979441904e-13,16.656167979002625,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_7,796.1333333333333,1169.1999999999994,0.0,31.343832020997375,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_left_7,796.1333333333333,38.900000000000546,-1.3500311979441904e-13,31.343832020997375,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_8,1169.2,1169.1999999999994,0.0,46.03149606299213,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_left_8,1169.2,38.900000000000546,-1.3500311979441904e-13,46.03149606299213,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_9,50.0,423.0666666666666,0.0,1.968503937007874,16.656167979002625,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_upper,wood_panel_upper_left_9,50.0,353.21666666666647,-1.1368683772161603e-13,1.968503937007874,13.906167979002618,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.54375000000003,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_10,50.0,796.1333333333332,1.1368683772161603e-13,1.968503937007874,31.34383202099737,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000065,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_upper,wood_panel_upper_left_10,50.0,726.2833333333333,-3.410605131648481e-13,1.968503937007874,28.593832020997375,-1.3427579258458588e-14,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_11,1169.2,423.0666666666666,0.0,46.03149606299213,16.656167979002625,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_left_upper,wood_panel_upper_left_11,38.900000000000006,353.2166666666701,1.0658141036401503e-13,1.5314960629921264,13.906167979002761,4.196118518268309e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.54375000000003,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_left,wood_panel_upper_left_12,1169.2,796.1333333333332,1.1368683772161603e-13,46.03149606299213,31.34383202099737,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000065,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_left_upper,wood_panel_upper_left_12,38.900000000000006,726.2833333333369,-1.2079226507921703e-13,1.5314960629921264,28.593832020997517,-4.7556009873707495e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_1,50.0,49.99999999999977,-1.1368683772161603e-13,1.968503937007874,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_right_1,1269.2,119.85000000000014,1.1368683772161603e-13,49.96850393700788,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_2,423.06666666666666,49.99999999999977,-1.1368683772161603e-13,16.656167979002625,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_right_2,1642.2666666666667,119.85000000000014,1.1368683772161603e-13,64.65616797900263,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_3,807.1333333333333,49.99999999999977,-1.1368683772161603e-13,31.77690288713911,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_right_3,2026.3333333333335,119.85000000000014,1.1368683772161603e-13,79.77690288713912,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_4,1169.2,49.99999999999977,-1.1368683772161603e-13,46.03149606299213,1.9685039370078652,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_mid,wood_panel_upper_right_4,2388.4,119.85000000000014,1.1368683772161603e-13,94.03149606299213,4.718503937007879,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543749999999804,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_5,50.0,1169.1999999999994,0.0,1.968503937007874,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_right_5,1269.2,38.900000000000546,-1.3500311979441904e-13,49.96850393700788,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_6,423.06666666666666,1169.1999999999994,0.0,16.656167979002625,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_right_6,1642.2666666666667,38.900000000000546,-1.3500311979441904e-13,64.65616797900263,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_7,796.1333333333333,1169.1999999999994,0.0,31.343832020997375,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_right_7,2015.3333333333335,38.900000000000546,-1.3500311979441904e-13,79.34383202099738,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_8,1169.2,1169.1999999999994,0.0,46.03149606299213,46.031496062992105,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256249999999923,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_rail_top,wood_panel_upper_right_8,2388.4,38.900000000000546,-1.3500311979441904e-13,94.03149606299213,1.5314960629921475,-5.31508345647319e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_9,50.0,423.0666666666666,0.0,1.968503937007874,16.656167979002625,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_right_upper,wood_panel_upper_right_9,50.00000000004461,353.21666666666647,1.0658141036401503e-13,1.9685039370096304,13.906167979002618,4.196118518268309e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.54375000000003,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_10,50.0,796.1333333333332,1.1368683772161603e-13,1.968503937007874,31.34383202099737,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000065,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_center_right_upper,wood_panel_upper_right_10,50.00000000004461,726.2833333333333,-1.2079226507921703e-13,1.9685039370096304,28.593832020997375,-4.7556009873707495e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_11,1169.2,423.0666666666666,0.0,46.03149606299213,16.656167979002625,0.0,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000154,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_right_upper,wood_panel_upper_right_11,38.90000000000009,353.21666666666647,-1.1368683772161603e-13,1.5314960629921297,13.906167979002618,-4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,32.54375000000003,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
main_upper_right,wood_panel_upper_right_12,1169.2,796.1333333333332,1.1368683772161603e-13,46.03149606299213,31.34383202099737,4.475859752819529e-15,0.0,-4.440892098500626e-15,0.9999999999999999,18.256250000000065,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_right_upper,wood_panel_upper_right_12,38.90000000000009,726.2833333333333,-3.410605131648481e-13,1.5314960629921297,28.593832020997375,-1.3427579258458588e-14,0.0,-4.440892098500626e-15,0.9999999999999999,32.543750000000124,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,wood_edge_left_1,0.0,299.9999999999999,37.04999999999991,0.0,11.81102362204724,1.4586614173228312,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_lower,wood_edge_left_1,0.0,211.09999999999985,19.050000000000097,0.0,8.311023622047239,0.7500000000000039,1.0,0.0,0.0,38.100000000000094,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,wood_edge_left_2,0.0,899.9999999999999,37.04999999999994,0.0,35.43307086614173,1.4586614173228323,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_lower,wood_edge_left_2,0.0,811.0999999999999,19.050000000000125,0.0,31.93307086614173,0.750000000000005,1.0,0.0,0.0,38.100000000000094,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,wood_edge_left_3,0.0,1500.0,37.05,0.0,59.05511811023622,1.4586614173228347,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_upper,wood_edge_left_3,0.0,210.94999999999982,19.049999999999955,0.0,8.305118110236213,0.7499999999999982,1.0,0.0,0.0,38.100000000000094,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,wood_edge_left_4,0.0,2100.0,37.04999999999977,0.0,82.67716535433071,1.4586614173228256,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_vertical_edge_left_upper,wood_edge_left_4,0.0,810.9499999999998,19.049999999999727,0.0,31.927165354330704,0.7499999999999893,1.0,0.0,0.0,38.100000000000094,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,wood_kicker_block_face_left_bottom,38.09999999999991,43.641319007032166,16.069690242163517,1.4999999999999964,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,38.099999999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_kicker_block_left_bottom,wood_kicker_block_face_left_bottom,38.09999999999991,39.81109679143714,12.855752193730822,1.4999999999999964,1.567366015410911,0.5061319761311348,0.0,-0.6427876096865427,0.766044443118978,25.400000000000006,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_left,wood_kicker_block_side_left_bottom,0.0,61.52179606863044,73.63793014255472,0.0,2.4221179554578915,2.8991311079745956,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_kicker_block_left_bottom,wood_kicker_block_side_left_bottom,0.0,27.565992826908513,27.44889883514736,0.0,1.0852753081460045,1.0806653084703686,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,wood_kicker_block_face_left_top,76.20000000000005,43.64131900703168,16.069690242163492,3.0000000000000018,1.7181621656311687,0.6326649701639171,0.0,-0.6427876096865427,0.766044443118978,38.099999999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
