part,kind,dimension_1_mm,dimension_2_mm,dimension_3_mm,description
light_G12,light,12.699999999999989,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_H12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_I12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_J12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_K12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_001_A1_A2,wire,33.94655777809237,156.6001840193373,141.21081353450765,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_002_A2_A3,wire,33.88880647248095,139.73013006965618,155.88962057784704,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_003_A3_A4,wire,33.88880647248084,139.73013006965613,155.88962057784693,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_004_A4_A5,wire,33.888806472481406,139.73013006965624,155.8896205778468,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_005_A5_A6,wire,33.888806472481406,139.7301300696558,155.88962057784738,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_006_A6_A7,wire,33.94275750756697,131.36553875079744,167.3445677680827,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_007_A7_A8,wire,33.94711808305556,158.8969701358526,171.19500544135894,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_008_A8_A9,wire,33.888806472480724,139.73013006965562,155.88962057784715,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_009_A9_A10,wire,33.88880647248084,139.73013006965698,155.8896205778467,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_010_A10_A11,wire,33.88880647248084,139.73013006965652,155.88962057784624,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_011_A11_A12,wire,33.88880647248095,139.7301300696563,155.88962057784624,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_012_A12_B12,wire,202.8710391222753,51.05039431788191,43.530832429968086,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_013_B12_B11,wire,33.88880647248129,139.73013006965584,155.88962057784465,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_014_B11_B10,wire,33.888806472481065,139.7301300696554,155.88962057784488,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_015_B10_B9,wire,33.88880647248118,139.73013006965607,155.88962057784443,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_016_B9_B8,wire,33.88880647248095,139.73013006965584,155.88962057784443,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_017_B8_B7,wire,33.947118083057944,158.89697013585533,171.19500544135303,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_018_B7_B6,wire,33.942757507564465,131.36553875079187,167.3445677680844,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_019_B6_B5,wire,33.888806472480724,139.73013006965613,155.8896205778442,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_020_B5_B4,wire,33.88880647248084,139.73013006965596,155.88962057784386,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_021_B4_B3,wire,33.88880647248084,139.73013006965564,155.8896205778442,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_022_B3_B2,wire,33.88880647248095,139.73013006965576,155.8896205778434,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_023_B2_B1,wire,33.94655777809555,156.6001840193369,141.2108135345069,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_024_B1_C1,wire,202.87103912227792,51.050394317880965,43.53083242996561,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_025_C1_C2,wire,33.94655777809237,156.6001840193373,141.21081353450776,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_026_C2_C3,wire,33.88880647248095,139.73013006965616,155.88962057784704,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_027_C3_C4,wire,33.88880647248084,139.73013006965618,155.88962057784693,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_028_C4_C5,wire,33.888806472481406,139.73013006965618,155.88962057784693,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_029_C5_C6,wire,33.888806472481406,139.7301300696559,155.8896205778475,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_030_C6_C7,wire,33.94275750756685,131.3655387507972,167.3445677680827,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_031_C7_C8,wire,33.94711808305567,158.8969701358526,171.19500544135894,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_032_C8_C9,wire,33.88880647248084,139.7301300696554,155.88962057784738,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_033_C9_C10,wire,33.888806472480724,139.7301300696572,155.88962057784693,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_034_C10_C11,wire,33.88880647248084,139.73013006965652,155.88962057784624,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_035_C11_C12,wire,33.888806472481065,139.73013006965652,155.88962057784647,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_036_C12_D12,wire,202.8710391222753,51.05039431788214,43.530832429968314,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_037_D12_D11,wire,33.88880647248101,139.73013006965584,155.8896205778451,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_038_D11_D10,wire,33.88880647248101,139.73013006965584,155.88962057784533,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_039_D10_D9,wire,33.88880647248095,139.73013006965573,155.8896205778442,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_040_D9_D8,wire,33.88880647248101,139.73013006965584,155.88962057784465,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_041_D8_D7,wire,33.947118083057944,158.8969701358552,171.19500544135303,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_042_D7_D6,wire,33.94275750756492,131.36553875079164,167.34456776808418,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_043_D6_D5,wire,33.88880647248095,139.73013006965596,155.8896205778442,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_044_D5_D4,wire,33.88880647248095,139.7301300696558,155.88962057784397,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_045_D4_D3,wire,33.88880647248095,139.7301300696557,155.8896205778443,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
wire_046_D3_D2,wire,33.88880647248135,139.73013006965573,155.88962057784352,"Provisional wire envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
