connection,kind,members,x_mm,y_mm,z_mm,axis_x,axis_y,axis_z,length_mm,length_in,diameter_mm,grip_mm,status
panel_58,screw,main_upper_left + mid_upper_left,-519.2,1119.4161379459747,1580.1211144411136,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_59,screw,main_upper_left + mid_upper_left,-519.2,1312.2524208519362,1809.934447376807,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_60,screw,main_upper_left + mid_upper_left,-519.2,1440.809942789244,1963.1433360006026,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_61,screw,main_upper_right + mid_upper_right,680.8,926.5798550400127,1350.3077815054203,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_62,screw,main_upper_right + mid_upper_right,680.8,1119.4161379459747,1580.1211144411136,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_63,screw,main_upper_right + mid_upper_right,680.8,1312.2524208519362,1809.934447376807,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
panel_64,screw,main_upper_right + mid_upper_right,680.8,1440.809942789244,1963.1433360006026,0.0,-0.7660444431189781,0.6427876096865394,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_1,screw,box_side_left + panel_edge_left_lower,-1257.3,50.036194835422755,363.721947406733,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_2,screw,box_side_left + panel_edge_left_lower,-1257.3,371.4299996786924,746.744168966222,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_3,screw,box_side_left + panel_edge_left_lower,-1257.3,596.4056630689811,1014.8597240578644,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_4,screw,box_side_left + panel_edge_left_upper,-1257.3,917.7994679122507,1397.8819456173535,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_5,screw,box_side_left + panel_edge_left_upper,-1257.3,1142.7751313025394,1665.9975007089956,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_left_6,screw,box_side_left + panel_edge_left_upper,-1257.3,1399.8901751771552,1972.415277956587,1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_1,screw,box_side_right + panel_edge_right_lower,1257.3,50.036194835422755,363.721947406733,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_2,screw,box_side_right + panel_edge_right_lower,1257.3,371.4299996786924,746.744168966222,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_3,screw,box_side_right + panel_edge_right_lower,1257.3,596.4056630689811,1014.8597240578644,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_4,screw,box_side_right + panel_edge_right_upper,1257.3,917.7994679122507,1397.8819456173535,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_5,screw,box_side_right + panel_edge_right_upper,1257.3,1142.7751313025394,1665.9975007089956,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
analysis_edge_screw_right_6,screw,box_side_right + panel_edge_right_upper,1257.3,1399.8901751771552,1972.415277956587,-1.0,0.0,0.0,88.9,3.5000000000000004,4.9022,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #10 x 3.5 in; 02139; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_bottom_0,screw,kicker_left + kicker_batten_bottom,-1169.2,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_top_0,screw,kicker_left + kicker_batten_top,-1169.2,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_bottom_1,screw,kicker_left + kicker_batten_bottom,-791.1333333333334,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_top_1,screw,kicker_left + kicker_batten_top,-791.1333333333334,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_bottom_2,screw,kicker_left + kicker_batten_bottom,-447.0666666666667,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_top_2,screw,kicker_left + kicker_batten_top,-447.0666666666667,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_bottom_3,screw,kicker_left + kicker_batten_bottom,-50.0,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_left_top_3,screw,kicker_left + kicker_batten_top,-50.0,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_bottom_0,screw,kicker_right + kicker_batten_bottom,50.0,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_top_0,screw,kicker_right + kicker_batten_top,50.0,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_bottom_1,screw,kicker_right + kicker_batten_bottom,423.06666666666666,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_top_1,screw,kicker_right + kicker_batten_top,423.06666666666666,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_bottom_2,screw,kicker_right + kicker_batten_bottom,809.1333333333333,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_top_2,screw,kicker_right + kicker_batten_top,809.1333333333333,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_bottom_3,screw,kicker_right + kicker_batten_bottom,1169.2,-17.743750000000002,25.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
kicker_right_top_3,screw,kicker_right + kicker_batten_top,1169.2,-17.743750000000002,200.0,0.0,-1.0,0.0,50.8,2.0,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2 in; 103099; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_left_1,screw,cheek_splice_left_inner + cheek_splice_left_outer + kicker_cheek_left,-1181.1000000000001,-113.72106926320214,240.04914944803386,-1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_left_2,screw,cheek_splice_left_inner + cheek_splice_left_outer + kicker_cheek_left,-1181.1000000000001,-144.36284698796126,265.7606538354954,-1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_left_3,screw,cheek_splice_left_inner + cheek_splice_left_outer + box_side_left,-1181.1000000000001,-49.44230829454821,316.6535937599317,-1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_left_4,screw,cheek_splice_left_inner + cheek_splice_left_outer + box_side_left,-1181.1000000000001,-80.08408601930734,342.36509814739327,-1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_top_wall_1,bolt,box_side_left + angle_left_top,-1258.951,1416.3179174324064,2119.7180249927337,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_top_beam_1,bolt,box_top + angle_left_top,-1159.2,1483.650562334681,2199.9619464538896,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_top_wall_2,bolt,box_side_left + angle_left_top,-1258.951,1389.5063619232421,2142.2155913317624,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_top_beam_2,bolt,box_top + angle_left_top,-1159.2,1456.8390068255167,2222.4595127929183,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_1_wall_1,bolt,box_side_left + angle_left_cross_1,-1258.951,218.1939523571813,691.8494852411145,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_1_beam_1,bolt,rear_cross_1 + angle_left_cross_1,-1179.2,83.0079547215133,602.2265967346109,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_1_wall_2,bolt,box_side_left + angle_left_cross_1,-1258.951,191.38239684801707,714.3470515801434,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_1_beam_2,bolt,rear_cross_1 + angle_left_cross_1,-1144.2,83.0079547215133,602.2265967346109,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_2_wall_1,bolt,box_side_left + angle_left_cross_2,-1258.951,744.7655622123942,1319.3930930441813,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_2_beam_1,bolt,rear_cross_2 + angle_left_cross_2,-1179.2,609.5795645767263,1229.7702045376775,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_2_wall_2,bolt,box_side_left + angle_left_cross_2,-1258.951,717.95400670323,1341.89065938321,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_2_beam_2,bolt,rear_cross_2 + angle_left_cross_2,-1144.2,609.5795645767263,1229.7702045376775,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_3_wall_1,bolt,box_side_left + angle_left_cross_3,-1258.951,1246.6541278556444,1917.5205942314794,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_3_beam_1,bolt,rear_cross_3 + angle_left_cross_3,-1179.2,1111.468130219976,1827.8977057249756,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_3_wall_2,bolt,box_side_left + angle_left_cross_3,-1258.951,1219.8425723464802,1940.0181605705081,1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_left_cross_3_beam_2,bolt,rear_cross_3 + angle_left_cross_3,-1144.2,1111.468130219976,1827.8977057249756,0.0,0.6427876096865427,0.7660444431189752,114.3,4.5,9.525,94.9,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_right_1,screw,cheek_splice_right_inner + cheek_splice_right_outer + kicker_cheek_right,1181.1000000000001,-113.72106926320214,240.04914944803386,1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_right_2,screw,cheek_splice_right_inner + cheek_splice_right_outer + kicker_cheek_right,1181.1000000000001,-144.36284698796126,265.7606538354954,1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_right_3,screw,cheek_splice_right_inner + cheek_splice_right_outer + box_side_right,1181.1000000000001,-49.44230829454821,316.6535937599317,1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
cheek_splice_right_4,screw,cheek_splice_right_inner + cheek_splice_right_outer + box_side_right,1181.1000000000001,-80.08408601930734,342.36509814739327,1.0,0.0,0.0,63.5,2.5,4.3942,0.0,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED GRK R4 Climatek #9 x 2.5 in; 103101; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_right_top_wall_1,bolt,box_side_right + angle_right_top,1258.951,1416.3179174324064,2119.7180249927337,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_right_top_beam_1,bolt,box_top + angle_right_top,1159.2,1483.650562334681,2199.9619464538896,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_right_top_wall_2,bolt,box_side_right + angle_right_top,1258.951,1389.5063619232421,2142.2155913317624,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_right_top_beam_2,bolt,box_top + angle_right_top,1159.2,1456.8390068255167,2222.4595127929183,-0.0,-0.6427876096865427,-0.7660444431189752,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
angle_right_cross_1_wall_1,bolt,box_side_right + angle_right_cross_1,1258.951,218.1939523571813,691.8494852411145,-1.0,0.0,0.0,63.5,2.5,9.525,44.1,PROVISIONAL — top-joint end-distance revision; extended steel resistance unresolved; candidate FEA not run; SELECTED Conquest 3/8-16 A307 Grade A plain standard hex bolt; dimensional inspection envelope only; hex rotation bounded by cylinder; screw head/seat allowances are project assumptions; receiving holes and resistance require verification
