connection,members,quantity,x_mm,y_mm,z_mm,axis_x,axis_y,axis_z,length_mm,length_in,diameter_mm,grip_mm,clearance_hole_mm,status
analysis_batten_end_right_3,box_side_right + panel_seam_horizontal,1,1257.300,759.802,1209.588,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_batten_end_right_4,box_side_right + panel_edge_top,1,1257.300,1485.638,2074.606,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_top_end_right_1,box_side_right + box_top,1,1257.300,1446.735,2154.179,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_top_end_right_2,box_side_right + box_top,1,1257.300,1370.131,2218.457,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_top_end_right_3,box_side_right + box_top,1,1257.300,1308.847,2269.880,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_cheek_splice_right_1,cheek_splice_right + kicker_cheek_right,1,1181.100,-169.942,274.170,1.0,0.0,0.0,63.5,2.5,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_cheek_splice_right_2,cheek_splice_right + kicker_cheek_right,1,1181.100,-254.207,344.877,1.0,0.0,0.0,63.5,2.5,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_cheek_splice_right_3,cheek_splice_right + box_side_right,1,1181.100,-92.807,366.095,1.0,0.0,0.0,63.5,2.5,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_cheek_splice_right_4,cheek_splice_right + box_side_right,1,1181.100,-177.072,436.802,1.0,0.0,0.0,63.5,2.5,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_end_right_1,kicker_cheek_right + kicker_batten_bottom,1,1257.300,-55.050,12.000,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_end_right_2,kicker_cheek_right + kicker_batten_top,1,1257.300,-55.050,187.000,-1.0,0.0,0.0,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_1_left,panel_seam_vertical_lower + seam_rib_1_left,1,-48.000,225.326,542.988,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_1_left,rear_cross_1 + seam_rib_1_left,1,-48.000,-8.164,738.910,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_1_right,panel_seam_vertical_lower + seam_rib_1_right,1,48.000,225.326,542.988,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_1_right,rear_cross_1 + seam_rib_1_right,1,48.000,-8.164,738.910,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_2_left,panel_seam_horizontal + seam_rib_2_left,1,-48.000,751.898,1170.532,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_2_left,rear_cross_2 + seam_rib_2_left,1,-48.000,518.408,1366.453,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_2_right,panel_seam_horizontal + seam_rib_2_right,1,48.000,751.898,1170.532,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_2_right,rear_cross_2 + seam_rib_2_right,1,48.000,518.408,1366.453,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_3_left,panel_seam_vertical_upper + seam_rib_3_left,1,-48.000,1253.786,1768.659,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_3_left,rear_cross_3 + seam_rib_3_left,1,-48.000,1020.296,1964.581,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_front_3_right,panel_seam_vertical_upper + seam_rib_3_right,1,48.000,1253.786,1768.659,0.0,-0.766044443118978,0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_rib_back_3_right,rear_cross_3 + seam_rib_3_right,1,48.000,1020.296,1964.581,-0.0,0.766044443118978,-0.6427876096865393,88.9,3.5000000000000004,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_bottom_0,kicker_left + kicker_batten_bottom,1,-1194.200,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_bottom_1,kicker_left + kicker_batten_bottom,1,-804.467,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_bottom_2,kicker_left + kicker_batten_bottom,1,-414.733,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_bottom_3,kicker_left + kicker_batten_bottom,1,-25.000,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_top_0,kicker_left + kicker_batten_top,1,-1194.200,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_top_1,kicker_left + kicker_batten_top,1,-804.467,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_top_2,kicker_left + kicker_batten_top,1,-414.733,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_left_top_3,kicker_left + kicker_batten_top,1,-25.000,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_bottom_0,kicker_right + kicker_batten_bottom,1,25.000,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_bottom_1,kicker_right + kicker_batten_bottom,1,414.733,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_bottom_2,kicker_right + kicker_batten_bottom,1,804.467,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_bottom_3,kicker_right + kicker_batten_bottom,1,1194.200,-18.000,25.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_top_0,kicker_right + kicker_batten_top,1,25.000,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_top_1,kicker_right + kicker_batten_top,1,414.733,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_top_2,kicker_right + kicker_batten_top,1,804.467,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
analysis_kicker_screw_right_top_3,kicker_right + kicker_batten_top,1,1194.200,-18.000,200.000,0.0,-1.0,0.0,50.8,2.0,4.826,0.0,5.2 clearance / 3.2 pilot; 10 mm countersink,PROVISIONAL connection; strength and plywood edge fastening require review
